cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim
"072","072000508","72131","FERCE-SUR-SARTHE","","","","07200140307","2025-03-24","10h41","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE BRAINS-SOULIGNE","VEOLIA EAU-CFSP-AGENCE SABLE-SUR-SARTHE","SMAEP DE BRAINS-SOULIGNE","C","C","C","C"
"072","072000508","72339","SOULIGNE-FLACE","072000522","STATION LA CHALLERIE(RESERVOIR)","100 %","07200140385","2025-03-26","09h14","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE BRAINS-SOULIGNE","VEOLIA EAU-CFSP-AGENCE SABLE-SUR-SARTHE","SMAEP DE BRAINS-SOULIGNE","S","C","S","C"
"072","072000525","72056","CHAMPFLEUR","072000544","BOIS LOUVEL","100 %","07200139623","2025-01-15","10h21","Eau agressive, de qualité conforme, par ailleurs, aux limites et référ ences de qualité des eaux destinées à la consommation humaine. A améliorer.","SIAEP CHAMPFLEUR-GESNES LE GANDELIN","SIAEP CHAMPFLEUR-GESNES LE GANDELIN","SIAEP CHAMPFLEUR-GESNES LE GANDELIN","C","C","C","N"
"072","072000525","72006","ARCONNAY","","","","07200139633","2025-01-20","10h58","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP CHAMPFLEUR-GESNES LE GANDELIN","SIAEP CHAMPFLEUR-GESNES LE GANDELIN","SIAEP CHAMPFLEUR-GESNES LE GANDELIN","C","C","C","C"
"072","072000525","72056","CHAMPFLEUR","072000544","BOIS LOUVEL","100 %","07200139702","2025-01-15","10h27","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP CHAMPFLEUR-GESNES LE GANDELIN","SIAEP CHAMPFLEUR-GESNES LE GANDELIN","SIAEP CHAMPFLEUR-GESNES LE GANDELIN","S","C","S","C"
"072","072000525","72006","ARCONNAY","","","","07200139871","2025-02-24","09h33","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP CHAMPFLEUR-GESNES LE GANDELIN","SIAEP CHAMPFLEUR-GESNES LE GANDELIN","SIAEP CHAMPFLEUR-GESNES LE GANDELIN","C","C","C","C"
"072","072000525","72056","CHAMPFLEUR","072000544","BOIS LOUVEL","100 %","07200140353","2025-03-12","09h25","Eau d'alimentation conforme aux limites de qualité. Du point de vue de s références de qualité on note la caractère agressif de l'eau (dureté ) sans risque sanitaire.","SIAEP CHAMPFLEUR-GESNES LE GANDELIN","SIAEP CHAMPFLEUR-GESNES LE GANDELIN","SIAEP CHAMPFLEUR-GESNES LE GANDELIN","C","C","C","N"
"072","072000525","72034","BERUS","","","","07200140368","2025-03-12","09h48","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP CHAMPFLEUR-GESNES LE GANDELIN","SIAEP CHAMPFLEUR-GESNES LE GANDELIN","SIAEP CHAMPFLEUR-GESNES LE GANDELIN","C","C","C","C"
"072","072000531","72226","OIZE","","","","07200139618","2025-01-13","10h32","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","CC VAL DE SARTHE","CC VAL DE SARTHE","CC VAL DE SARTHE","C","C","C","C"
"072","072000531","72230","PARIGNE-LE-POLIN","","","","07200139868","2025-02-14","09h44","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","CC VAL DE SARTHE","CC VAL DE SARTHE","CC VAL DE SARTHE","C","C","C","C"
"072","072000531","72051","CERANS-FOULLETOURTE","","","","07200140327","2025-03-13","09h56","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","CC VAL DE SARTHE","CC VAL DE SARTHE","CC VAL DE SARTHE","C","C","C","C"
"072","072000560","72261","RUILLE-EN-CHAMPAGNE","","","","07200139590","2025-01-09","10h06","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DES REGIONS CHARNIE-CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","C","C","C","C"
"072","072000560","72321","SAINT-SYMPHORIEN","072000550","LA VACHE NOIRE","100 %","07200139972","2025-02-10","10h27","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DES REGIONS CHARNIE-CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","C","C","C","C"
"072","072000560","72149","JOUE-EN-CHARNIE","","","","07200139973","2025-02-10","11h07","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DES REGIONS CHARNIE-CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","C","C","C","C"
"072","072000560","72321","SAINT-SYMPHORIEN","072000550","LA VACHE NOIRE","100 %","07200140034","2025-02-10","10h30","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DES REGIONS CHARNIE-CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","S","C","S","C"
"072","072000560","72219","BERNAY-NEUVY-EN-CHAMPAGNE","","","","07200140311","2025-03-11","10h13","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DES REGIONS CHARNIE-CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","C","C","C","C"
"072","072000562","72111","CURES","","","","07200139635","2025-01-09","09h42","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DES REGIONS CHARNIE-CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","C","C","C","C"
"072","072000562","72089","CONLIE","072000553","STATION VINAY  (RESERVOIR)","100 %","07200139854","2025-02-10","09h47","Eau d'alimentation conforme aux limites de qualité en vigueur pour l'e nsemble des paramètres mesurés. Néanmoins, la présence de produit de dégradation de pesticide non pert inent ne satisfait pas à la valeur indicative fixée à 0,9 µg/l. Cette eau peut être consommée sans restriction d'usage.","SIAEP DES REGIONS CHARNIE-CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","C","C","C","C"
"072","072000562","72119","DOMFRONT-EN-CHAMPAGNE","","","","07200139855","2025-02-20","09h47","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DES REGIONS CHARNIE-CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","C","C","C","C"
"072","072000562","72089","CONLIE","072000553","STATION VINAY  (RESERVOIR)","100 %","07200140054","2025-02-10","09h40","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DES REGIONS CHARNIE-CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","S","C","S","C"
"072","072000562","72089","CONLIE","","","","07200140358","2025-03-17","09h53","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DES REGIONS CHARNIE-CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","C","C","C","C"
"072","072000569","72066","CHAPELLE-SAINT-FRAY (LA)","072000557","LA PORIE","100 %","07200139617","2025-01-27","09h16","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DES REGIONS CHARNIE-CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","C","C","C","C"
"072","072000569","72066","CHAPELLE-SAINT-FRAY (LA)","072000557","LA PORIE","100 %","07200139704","2025-01-27","09h20","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DES REGIONS CHARNIE-CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","S","C","S","C"
"072","072000569","72066","CHAPELLE-SAINT-FRAY (LA)","","","","07200139856","2025-02-25","10h41","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DES REGIONS CHARNIE-CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","C","C","C","C"
"072","072000569","72157","LAVARDIN","","","","07200140347","2025-03-17","10h18","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DES REGIONS CHARNIE-CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","C","C","C","C"
"072","072000571","72249","QUINTE (LA)","","","","07200139619","2025-01-27","11h49","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DES REGIONS CHARNIE-CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","C","C","C","C"
"072","072000571","72113","DEGRE","","","","07200139857","2025-02-24","13h19","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DES REGIONS CHARNIE-CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","C","C","C","C"
"072","072000571","72113","DEGRE","","","","07200140348","2025-03-26","09h18","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DES REGIONS CHARNIE-CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","C","C","C","C"
"072","072000571","72111","CURES","072000558","STATION LES BUTTES (RESERVOIR)","100 %","07200140359","2025-03-17","09h31","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DES REGIONS CHARNIE-CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","SIAEP DES REGIONS DE CHARNIE ET DE CHAMPAGNE","S","C","S","C"
"072","072000572","72264","SABLE-SUR-SARTHE","072000622","LA MARTINIERE","100 %","07200139604","2025-01-15","08h37","Eau agressive, de qualité conforme, par ailleurs, aux limites et référ ences de qualité des eaux destinées à la consommation humaine. A améliorer.","SYNDICAT SARTHE ET LOIR","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SIAEP SARTHE ET LOIR","C","C","C","N"
"072","072000572","72106","COURTILLERS","","","","07200139607","2025-01-28","10h48","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT SARTHE ET LOIR","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SIAEP SARTHE ET LOIR","C","C","C","C"
"072","072000572","72264","SABLE-SUR-SARTHE","","","","07200139608","2025-01-15","08h52","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT SARTHE ET LOIR","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SIAEP SARTHE ET LOIR","C","C","C","C"
"072","072000572","72264","SABLE-SUR-SARTHE","072000622","LA MARTINIERE","100 %","07200139708","2025-01-15","08h43","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT SARTHE ET LOIR","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SIAEP SARTHE ET LOIR","S","C","S","C"
"072","072000572","72264","SABLE-SUR-SARTHE","072000622","LA MARTINIERE","100 %","07200139826","2025-01-31","15h37","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT SARTHE ET LOIR","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SIAEP SARTHE ET LOIR","C","C","C","C"
"072","072000572","72264","SABLE-SUR-SARTHE","072000622","LA MARTINIERE","100 %","07200139995","2025-02-18","08h50","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT SARTHE ET LOIR","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SIAEP SARTHE ET LOIR","C","C","C","C"
"072","072000572","72264","SABLE-SUR-SARTHE","","","","07200139998","2025-02-18","09h23","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT SARTHE ET LOIR","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SIAEP SARTHE ET LOIR","C","C","C","C"
"072","072000572","72378","VION","","","","07200139999","2025-02-03","10h07","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT SARTHE ET LOIR","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SIAEP SARTHE ET LOIR","C","C","C","C"
"072","072000572","72264","SABLE-SUR-SARTHE","072000622","LA MARTINIERE","100 %","07200140328","2025-03-19","09h15","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT SARTHE ET LOIR","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SIAEP SARTHE ET LOIR","C","C","C","C"
"072","072000572","72151","JUIGNE-SUR-SARTHE","","","","07200140333","2025-03-14","09h38","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT SARTHE ET LOIR","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SIAEP SARTHE ET LOIR","C","C","C","C"
"072","072000572","72264","SABLE-SUR-SARTHE","","","","07200140334","2025-03-19","09h35","Eau de qualité conforme aux limites de qualité fixées par la réglementation en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT SARTHE ET LOIR","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SIAEP SARTHE ET LOIR","C","C","C","C"
"072","072000572","72343","SOUVIGNE-SUR-SARTHE","","","","07200140335","2025-03-24","09h55","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT SARTHE ET LOIR","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SIAEP SARTHE ET LOIR","C","C","C","C"
"072","072000596","72163","LIGRON","072000618","LA FRIBAUDIERE","100 %","07200139593","2025-01-30","08h06","Eau d'alimentation conforme aux limites de qualité. Du point de vue de s références de qualité, le caractère agressif de l'eau (dureté) peut être signalé. Sans risque sanitaire.","SYNDICAT DE COURCELLES LA FORET","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SMAEP DE COURCELLES LA FORET","C","C","C","N"
"072","072000596","72293","SAINT-JEAN-DU-BOIS","","","","07200139594","2025-01-09","11h03","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE COURCELLES LA FORET","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SMAEP DE COURCELLES LA FORET","C","C","C","C"
"072","072000596","72135","FONTAINE-SAINT-MARTIN (LA)","","","","07200139978","2025-02-17","09h04","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE COURCELLES LA FORET","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SMAEP DE COURCELLES LA FORET","C","C","C","C"
"072","072000596","72163","LIGRON","072000618","LA FRIBAUDIERE","100 %","07200140314","2025-03-03","09h11","Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité en raison du caractère agressif de l'eau (du reté). Sans risque sanitaire.","SYNDICAT DE COURCELLES LA FORET","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SMAEP DE COURCELLES LA FORET","C","C","C","N"
"072","072000596","72084","CLERMONT-CREANS","","","","07200140315","2025-03-18","09h59","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE COURCELLES LA FORET","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SMAEP DE COURCELLES LA FORET","C","C","C","C"
"072","072000596","72163","LIGRON","072000618","LA FRIBAUDIERE","100 %","07200140386","2025-03-03","09h11","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE COURCELLES LA FORET","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SMAEP DE COURCELLES LA FORET","S","C","S","C"
"072","072000602","72138","FRESNAY-SUR-SARTHE","","","","07200139659","2025-01-16","09h11","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE SILLE LE GUILLAUME","SAUR FRANCE","SIAEP DE SILLE LE GUILLAUME","C","C","C","C"
"072","072000602","72138","FRESNAY-SUR-SARTHE","","","","07200139925","2025-02-18","12h02","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE SILLE LE GUILLAUME","SAUR FRANCE","SIAEP DE SILLE LE GUILLAUME","C","C","C","C"
"072","072000602","72138","FRESNAY-SUR-SARTHE","","","","07200140262","2025-03-17","10h22","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE SILLE LE GUILLAUME","SAUR FRANCE","SIAEP DE SILLE LE GUILLAUME","C","C","C","C"
"072","072000602","72138","FRESNAY-SUR-SARTHE","072000623","RESERVOIR RUE NICKLES","100 %","07200140376","2025-03-11","09h05","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE SILLE LE GUILLAUME","SAUR FRANCE","SIAEP DE SILLE LE GUILLAUME","S","C","S","C"
"072","072000609","72024","BAZOGE (LA)","","","","07200139610","2025-01-13","09h20","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LA BAZOGE","VEOLIA EAU-CGE LE MANS","MAIRIE DE LA BAZOGE","C","C","C","C"
"072","072000609","72066","CHAPELLE-SAINT-FRAY (LA)","072000701","LA GODINIERE","100 %","07200140001","2025-02-12","08h46","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LA BAZOGE","VEOLIA EAU-CGE LE MANS","MAIRIE DE LA BAZOGE","C","C","C","C"
"072","072000609","72024","BAZOGE (LA)","","","","07200140002","2025-02-11","11h54","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LA BAZOGE","VEOLIA EAU-CGE LE MANS","MAIRIE DE LA BAZOGE","C","C","C","C"
"072","072000609","72066","CHAPELLE-SAINT-FRAY (LA)","072000701","LA GODINIERE","100 %","07200140028","2025-02-12","08h54","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LA BAZOGE","VEOLIA EAU-CGE LE MANS","MAIRIE DE LA BAZOGE","S","C","S","C"
"072","072000609","72024","BAZOGE (LA)","","","","07200140338","2025-03-04","10h46","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. A noter la présence d'une flore int erférente rendant illisible les bactéries coliformes et Escherichia co lis. Un recontrôle est programmé.","LA BAZOGE","VEOLIA EAU-CGE LE MANS","MAIRIE DE LA BAZOGE","C","C","C","C"
"072","072000609","72024","BAZOGE (LA)","","","","07200140407","2025-03-10","09h30","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LA BAZOGE","VEOLIA EAU-CGE LE MANS","MAIRIE DE LA BAZOGE","C","C","C","C"
"072","072000611","72154","FLECHE (LA)","072000703","STATION DE SURPRESSION RN23","100 %","07200139566","2025-01-13","08h55","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LA FLECHE","MAIRIE DE LA FLÈCHE","MAIRIE DE LA FLÈCHE","C","C","C","C"
"072","072000611","72154","FLECHE (LA)","","","","07200139651","2025-01-13","09h50","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LA FLECHE","MAIRIE DE LA FLÈCHE","MAIRIE DE LA FLÈCHE","C","C","C","C"
"072","072000611","72154","FLECHE (LA)","","","","07200139661","2025-01-22","09h43","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LA FLECHE","MAIRIE DE LA FLÈCHE","MAIRIE DE LA FLÈCHE","C","C","C","C"
"072","072000611","72154","FLECHE (LA)","072000703","STATION DE SURPRESSION RN23","100 %","07200139728","2025-01-13","08h55","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LA FLECHE","MAIRIE DE LA FLÈCHE","MAIRIE DE LA FLÈCHE","S","C","S","C"
"072","072000611","72154","FLECHE (LA)","","","","07200139884","2025-02-04","09h22","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LA FLECHE","MAIRIE DE LA FLÈCHE","MAIRIE DE LA FLÈCHE","C","C","C","C"
"072","072000611","72154","FLECHE (LA)","","","","07200139895","2025-02-25","12h11","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LA FLECHE","MAIRIE DE LA FLÈCHE","MAIRIE DE LA FLÈCHE","C","C","C","C"
"072","072000611","72154","FLECHE (LA)","072000703","STATION DE SURPRESSION RN23","100 %","07200140194","2025-03-12","08h58","Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité du fait du caractère agressif de l'eau (dure té). Sans risque sanitaire.","LA FLECHE","MAIRIE DE LA FLÈCHE","MAIRIE DE LA FLÈCHE","C","C","C","N"
"072","072000611","72154","FLECHE (LA)","","","","07200140202","2025-03-12","09h46","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LA FLECHE","MAIRIE DE LA FLÈCHE","MAIRIE DE LA FLÈCHE","C","C","C","C"
"072","072000611","72154","FLECHE (LA)","","","","07200140211","2025-03-12","09h25","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LA FLECHE","MAIRIE DE LA FLÈCHE","MAIRIE DE LA FLÈCHE","C","C","C","C"
"072","072000627","72175","LUCHE-PRINGE","072000713","LE BOIS DES HERSES","100 %","07200139595","2025-01-07","09h25","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE LUCHE PRINGE","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SAEP DE LUCHE PRINGE","C","C","C","C"
"072","072000627","72185","MAREIL-SUR-LOIR","","","","07200139596","2025-01-22","09h22","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE LUCHE PRINGE","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SAEP DE LUCHE PRINGE","C","C","C","C"
"072","072000627","72291","SAINT-JEAN-DE-LA-MOTTE","","","","07200139980","2025-02-12","11h54","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE LUCHE PRINGE","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SAEP DE LUCHE PRINGE","C","C","C","C"
"072","072000627","72175","LUCHE-PRINGE","072000713","LE BOIS DES HERSES","100 %","07200140316","2025-03-03","09h38","Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité lié au caractère légèrement agressif de l'ea u. Sans risque sanitiare.","SYNDICAT DE LUCHE PRINGE","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SAEP DE LUCHE PRINGE","C","C","C","N"
"072","072000627","72175","LUCHE-PRINGE","","","","07200140318","2025-03-24","11h20","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE LUCHE PRINGE","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SAEP DE LUCHE PRINGE","C","C","C","C"
"072","072000632","72357","THOREE-LES-PINS","072000714","STATION BOUT DE MOZE (RESERV.GENNETIERE)","100 %","07200139979","2025-02-17","11h42","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE LUCHE PRINGE","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SAEP DE LUCHE PRINGE","C","C","C","C"
"072","072000632","72357","THOREE-LES-PINS","072000714","STATION BOUT DE MOZE (RESERV.GENNETIERE)","100 %","07200140032","2025-02-17","11h42","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE LUCHE PRINGE","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SAEP DE LUCHE PRINGE","S","C","S","C"
"072","072000632","72330","SAVIGNE-SOUS-LE-LUDE","","","","07200140319","2025-03-12","09h14","Eau d'alimentation conforme aux limites de qualité. Du point de vue de s références de qualité, un dépassement concernant le fer (référence 2 00µg/l), peut être signalé. Les substances faisant l'objet de référenc es de qualité n'ont pas d'incidence directe pour la santé mais peuvent être à l'origine de désagrément pour le consommateur (eau trouble par exemple dans le cas du fer). Un recontrôle est programmé.","SYNDICAT DE LUCHE PRINGE","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SAEP DE LUCHE PRINGE","C","C","C","N"
"072","072000632","72330","SAVIGNE-SOUS-LE-LUDE","","","","07200140412","2025-03-17","11h05","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE LUCHE PRINGE","VEOLIA EAU-CGE SABLE-SUR-SARTHE","SAEP DE LUCHE PRINGE","S","C","S","C"
"072","072000633","72290","SAINT-JEAN-D'ASSE","","","","07200139564","2025-01-13","09h43","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP RÉGION DES BUISSONS (RÉGIE)","SIAEP DES BUISSONS (RÉGIE)","SIAEP DES BUISSONS (RÉGIE)","C","C","C","C"
"072","072000633","72012","ASSE-LE-RIBOUL","072001164","LES BUISSONS","100 %","07200140201","2025-03-10","10h23","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP RÉGION DES BUISSONS (RÉGIE)","SIAEP DES BUISSONS (RÉGIE)","SIAEP DES BUISSONS (RÉGIE)","C","C","C","C"
"072","072000633","72197","MEZIERES-SOUS-LAVARDIN","","","","07200140204","2025-03-20","11h09","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP RÉGION DES BUISSONS (RÉGIE)","SIAEP DES BUISSONS (RÉGIE)","SIAEP DES BUISSONS (RÉGIE)","C","C","C","C"
